text,category,label_id
Enter ettaaaaaaaa ohh onnum parayaan ellaaaaa,Positive,0
trailer powli aayi.cinemayum angane thanne aavum enn pratheekshikkunnu,Positive,0
Nanmayum nanmayum thammilalla yudhamThinmayum thinmayum thammilaa yudham,unknown_state,1
7m subcribesundayittum 3.9m views 5m yethikku plz kandavar onnum kudi kaanuga,unknown_state,1
Aathirapilli pls step back plz Mammookkaa..,not-malayalam,2
Enna bodyaa mamooty iniyum oru 10 ankathinulla balyam undu.,Positive,0
Njan mathram aano sunny chechiyee kaanan vannath Sunny chechi uyir,Positive,0
Super trailer avasanathe idi super But BGM pulimurugan copy,Mixed_feelings,4
Ikkaa... nigalu mass aanu... pinnem pinnem irunna kanan thonnuvaa....,Positive,0
Neerali,Positive,0
Mammookka Nte Look Vere Level,Positive,0
Etha sherikum Puli Murugan polla udaa,Mixed_feelings,4
Dis like idunna mammuny fansukrude pratheka sradhkku.raajaye kaathu padakkathinte mahaniya shekram staginte baakil inddu sookshicha dukkkiknda,Negative,3
Muslingalk idayilum Xristhanikalk idayilum Hindukalk idayilum Ivanu ore oru pereyyllu.....raja,Positive,0
WE ARE WAITING FOR DERIC ABRAHAM,not-malayalam,2
ikka dlg delivery oru rakshayumilla ... love uuuhhhhh ikkaaaaa,Positive,0
Nice...ikka mass . All th bst #lalettan fan,Positive,0
Kerala puthya keralam ayrkum but bilal pazya bilal tahneee... ikka,unknown_state,1
Yudham Nanmayum Thinmayum thammilalla..... Thinmayum Thinmayum thammilanu..,unknown_state,1
Dislike അടിച്ചു കുരു pottikkunnavarkk kurupottalaathi kodukkapedum തള്ള് മൂപ്പൻ,Negative,3
Views 25k aayitolu.. but like 77k youtubine vattayo...,unknown_state,1
I am കട്ട waiting for ഒടിയൻ,Positive,0
Vishukk entha special enn aarelum chodichaal ad madhuraraaja aanenn paranjeer,Positive,0
Mohanlal sir masss..... I am tamilnadu fan,not-malayalam,2
Mammookka fans inu like adikkan ulla comment,unknown_state,1
Titles look like HOBBS'S AND SHAW'S FAST AND FURIOUS,not-malayalam,2
Etu lucifere polichu adukum...... Raja return daa.....,Positive,0
Ikka muthanu ...prayam koodunthorum kooduthal monjan......,Positive,0
Trailer Kandu thudangyalo 7.9M views aarunu. Kandu kazinjapo 8M aayi! 🤯,unknown_state,1
CHEKUTHANMARUDE RAJAVU LUCIFER   #romanchification,unknown_state,1
Oru 100cr koody njnga Ing aduthu #EIDMUBARAK,Positive,0
Age is just a number for ikka,not-malayalam,2
Ethu powlikkum maduraraja yum puliyum myrumonnumalla nammukke vendate immatiri items aane,Negative,3
100 o 200 crore club il keeriyillelum padam super aayal mathi naangalkk Love you Ikka Love you Laletta,Positive,0
Angane murukante karyathil Oru teerumanam ayii,unknown_state,1
Malayalathinte swandham lalettanu all kerala dulquar salman fansinte vijayasamshagal,Positive,0
Endo aa dilouge delivery endo pole..,Mixed_feelings,4
Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .,Positive,0
Trailer 20 ill kooduthal kandavar like here,unknown_state,1
Lalletan fans ellarum like adich power kanikke,unknown_state,1
Ini aaanu kali trailer kalakki above expectations,Positive,0
2019 November I'll ith kanan vannavar undo,unknown_state,1
Tamil Nadu fans Vera level machi trailer,not-malayalam,2
tovi mwthinte mass kannnan vannavar undo....,unknown_state,1
Cinema kanditum idakku idakku keri trailer kanund,unknown_state,1
Superbly done Vyshak sir,not-malayalam,2
Lucifer Madhurarajayekkal ishtamayavar Like . Madhuraraja Luciferineikal ishtamayavar comment Nammukku nokkam aaru jayikumennu,unknown_state,1
Cinema kandit vannu trailer kanunna ethraperund evde,unknown_state,1
Marana maasss feeel trailer. Padathinum ad kittiyal polikum,Positive,0
Trailer erengunenu mumb 5.2k dislike adichavanmark ente naduviral namaskaram,Negative,3
Peru orkunnilla.. Oru english film orma vannu..,unknown_state,1
Pulimurugan pole thane und set ....onnu Matti pidikarnnu....,Mixed_feelings,4
Poojapura mohanan fans moonchi. ഇക്ക പൊളി,Negative,3
OVER HYPE KODUTH EE OOLA PADATINU VENDI TALLIYA ELLA OOMBANMARAYA LALAPPAN FANSINTE KARANAKUTTIK NOKI ONN POTTIKAN TONUNNAVAR LIKE EDUKA,Negative,3
Enna njan oru kaaryam parayatte..ee padam pottum....odiyan avashtha aavum..mark my words,Negative,3
Kandittum kandittum madhiyaavunnillallo deyvame.....Ente laletta ningal star alla oru GALAXY aanu,Positive,0
One & only mammangam ....... loading,not-malayalam,2
Njan poye kanan mammookkaye al wahdha MALL njan kandu,Positive,0
Ee like button oru thavanaye adikkaan pattu allee,Positive,0
2.7k unlike adicha pengalepanni makkalkku ente naduviral namaskaram,Negative,3
Happy birthday. ...... Mammookkaa....,not-malayalam,2
Veendum veendum kanunnavar like adii makkalae,unknown_state,1
Waiting cr film from mammukka,not-malayalam,2
Trailer oru spark aakunnilla.... But still waiting .....,Mixed_feelings,4
Ethinokke dislike adikkunnavar aan malayala cinimayuday shapam 🤦‍,Negative,3
Aha aha nalla kidilan thalavettu,unknown_state,1
vijaricha Pola allallo kidu analla,Positive,0
Mass.... kola masssss Tovino polichadukiiiii Tovino uyirr annuu.....,Positive,0
Annyaayam... *ROMANJAM* ikkaaaaaaaa.........,Positive,0
Sunny chechinte song kelkkan waiting,Positive,0
John Abraham Palakkal ....Marana Mass Mammookka,Positive,0
Adichu makkale... 10M.. Epozhm trailer kanunnavar undo??,Positive,0
within 3hrs- 212k views,Negative,3
Oru aradhakan avanayi oru katha menanju.... Aradhakan stronganekill avan double strong anu..... #prithvi#lalettan,Positive,0
Sira avan shardichu Pakshe maala kittila Ini idikkano. Venda kutta oruttam,unknown_state,1
All best mammokka Team mamangam Mammokka fans like 🤘,Positive,0
Wo Amazing.. Katta waiting.. Ikka and unni.. Super..,Positive,0
Muvattupuzha kaaaar ondo Ee padam shoot cheytat ivadaaanu,unknown_state,1
Capable actress nte nirayilekk baby mol varumennullavar,unknown_state,1
Odiyane thakarkkan kanji vilambi nadannavarkku ulla chicken biriyani...oru biriyani edukkatte chetta..,unknown_state,1
mamuka super unda will super,not-malayalam,2
Atom bomb,Negative,3
This is I needed laletta rajuvetta,not-malayalam,2
Mammokka ponnikka happy birthday love you,Positive,0
Lalettan annum innum ennum mollywood raja,Positive,0
ingeru karanam abhimanikkam oroo malayalikkum,Positive,0
I like dulqer Salman and mummooka acting,not-malayalam,2
#Kalki - #TovinoThomas look Vera Level,not-malayalam,2
Pisharadoyude padathil abinayikan kanicha a manasundaloo athanu mamooka,unknown_state,1
Aval aa kadele freezer il alle. Ithipo kadha motham ondallo trailer il.,unknown_state,1
Lucifer being 3rd most viewed Malayalam trailer aayi ... After aadu 2 and bahubali,not-malayalam,2
Ithu Tamil movie ah illa Malayalam movie ah? Mostly Tamil dialogue in Malayalam slang :P,Mixed_feelings,4
Oru rekshayum illa makkale poliiiii action scenes,Positive,0
Ith arabikkadalinte simhamalla Hippo Pottamaas.Kunjali marakkare Baahubali dressokke itt priyadarshan abhamanikkunnu.Cashing vendi charithrathe Valachodikkunnu.,Negative,3
Ittymaani trailer polichuu aarokke ittymaani fds pokunnund like adi,unknown_state,1
Meraa ghar west bungal i love mammookka,not-malayalam,2
Trailer kanditt padam hit aanenn thonnunnu,Positive,0
l like mammooty sir filim,not-malayalam,2
Nta daivamme ....Ponnu laletta ningal muthannu,Positive,0
NEERALI TRAILER 945K VIEWS . ABRAHAMINTE SANTHATHIKAL 2million VIEWD,not-malayalam,2
Adutha masterpiece aavum mammookkayude പ്രിത്വി,unknown_state,1
Vere level love you laletta... 🤩,Positive,0
Mollywood stylish aavanmenkil namude ikka tanne varanam mega star,Positive,0
simha thailvaaaaaaaa ie pravasham double strongalla triple strong raja solunathdanda seyuve seyunate mathram soluve mammmoookkaa polikkum,Positive,0
THE KING IS BACK BORN TO WIN,not-malayalam,2
Kashtapettu Unlike cheyyunnavar aaruda fans ennathinu samsayamilla iniyatra unlike adichalum avarkariyam Padam records bedikumennu,Negative,3
Last thalaiva tonum ikkante jumbum,unknown_state,1
Saleem Kumarinu old look (Pokkiri Rajayile look) aayirunnu kooduthal chercha,Mixed_feelings,4
Pakkadane pore kaliyude aattathe march 28,unknown_state,1
1:44 mammookkkkaaa Mammookkkaa Unni mugundhan okkee endhuuu,unknown_state,1
Manju..ival ithilum ondooo naasham..apo ee padavum njjn kaanunnilaa,Negative,3
Lalettan fans from Tamilnadu like here,not-malayalam,2
theriyumille..Raja seyyarthu tha solluva..sollarthu mattum tha solluva....,not-malayalam,2
Ith orumathiri thelungu padam pole undallo,Mixed_feelings,4
Oru pakshe yennum oru thavana yenkilum minimum ellaarum kaanunna trailer Ithaayirikkum ..no doubt.....,unknown_state,1
Muthaaapoooyyyyy hoooooooooo yyyyyyyyyyyyyyy odiyan loading,unknown_state,1
MEGASTAR MAMMOOTTY MAMANGAM M PADMAKUMAR MALAYALAM MOVIE,not-malayalam,2
Ndh kadippada 13k dislike adichavark.. Nallath kanda nallathenne parayanm.... Atra chorinnindanki valla mullu murikinm ker myrole,Positive,0
Luv u laletta ....katta fans undo..prithviraj fans hit like,unknown_state,1
dislike adicha 9.5 k dislikeolikalkkulla adi kodukkanulla nool,Negative,3
Kurch colour koodi poyo ennoru samshayam....,Mixed_feelings,4
Cinima hitt akumenn karutunnavar like,unknown_state,1
Video hay nhung sao lai danh nhau vay,not-malayalam,2
Charithra cinema cheyyan annum innum mammukkaye vellan oruthanum illa. Kidiloski trailer.,Positive,0
1.3 k dislike adichath eath kundamaran,unknown_state,1
ithu pwolikkum... sudaani from nigeria movie eavdokyo manasil oodi vannu...!!,Positive,0
Good luck ikka from lalattan fan,Mixed_feelings,4
T H E C O M P L E T E A C T O R,not-malayalam,2
Super ikka hbd our der mammukka,not-malayalam,2
Trailer yethra pravashyam kandenn yenikkane ariyilla,Positive,0
Sheriya eattante eathra kali namallu kandittullatha hehe,unknown_state,1
Enna lookanu ikka...... U r the best,Positive,0
Ikka ki jai powli trailer onum parayan ella super masss,Positive,0
Oru raksha yil Laleetan polichuuu rajuettan nega vare level annuuuu,Positive,0
Happy New Year LalettaCinema kanduketto..Love u,Positive,0
SaMbaVaM KiduKki FiGht Parappich Parappich ThElUng kadakkuo🤔,Mixed_feelings,4
box office nte kaaryathil oru theerumaanamaaay,Positive,0
Arenkilum oru karayam sredhicho narasimham film ile bgm puthiya rupathilakki,unknown_state,1
Tovino machanzz oru rakshayumilla waiting for kalkki,Positive,0
Robot comedy super nit fame Sooraj aanenn aarkkokke ariyam,unknown_state,1
Mamangam oru mamangamaayi thanne kondadum... great,Positive,0
That “വാടാ “ vili ettan,unknown_state,1
Mammooka here in Abudhabi trailer madura raja,not-malayalam,2
aaahaaaa negative comment aayi kure pannikal vannallllloooo,Negative,3
Dileepettante kudumba cinema kaathirikkunnavar please like,unknown_state,1
Ithu polikkum surajin kodukk oru like.,Positive,0
Vedikettu...ee vecation Lucifer kondupoyi makkale....Lalettan & Rajuettan ....,Positive,0
Chila undertaker toon aduku manakunondu sradhichu kakanaam,Mixed_feelings,4
Aha ithu pulimurugan trailer pole undallo ? Aghane thonnivar adi like !,Mixed_feelings,4
Trailer nte pokku kandattu valya pratheeksha illa.. nammade george ettans pole,Negative,3
Onnum parayanilla.. ikka ee role polichadakkum enn sure,Positive,0
dis like adikkunnavanmark ethire like adikkan button,unknown_state,1
Malayala cinemayude range enthanen ariyan erikkunathe ullu MAMANGAM,Positive,0
Poli. L,Positive,0
inn poyi padam kandu ..ufffffff oru rakshayum illa poliii,Positive,0
Cherudaaytt #thegreatfather bgm vanno ennoru doubt ( first),Mixed_feelings,4
Malayala cinemayude ..... Ore oru Rajavu #Lalettan,Positive,0
Story ere kore pidi kitti kazhinju....,Mixed_feelings,4
Mass trailer... Lalettaaaaa oru rakshayumilla. Pwolichu... Lalettan muthaanu... Prithvi sarikum njettichu. Lalettan+prithvi=Lucifer(blockbuster )... Lalettan ishtam,Positive,0
Itrayum nalla Padam ee oola channelil enthinna ittee,Negative,3
503k for madura raja teaser,not-malayalam,2
Avasanam oru superman puchu ude mamukka powlikum kude madura rajayum,Positive,0
E trailornu unlike adicha ella oolakalkum,Negative,3
Pls dub to tamil..,not-malayalam,2
Eee padam ettu nilayil moonchum,Negative,3
Trailer kand chiri vannavar ivide like adi,unknown_state,1
pulimurukan trailer ano kanunath 🤔,Mixed_feelings,4
Trailer kandal ariyam nalla oombiya padam aanunn,Negative,3
lov uuuuuuuuuu etttaaaaaaa romajam vanu chavum,Positive,0
No raksha mammokka poli ikka fans like here,unknown_state,1
Pridhviraj Sukumaran.... You are a genius...!!,not-malayalam,2
Uff uff uff ijjadi ikaaaaaaaaaaaaa ponnikkkaaaaaaaa,Positive,0
Ithrayum predisha koduthittu adutha odiyan akathirunna mathiyayirunnu🤪🤪,Mixed_feelings,4
2 million viewrs ufff mammookka,not-malayalam,2
Kgf poleyulla padam kanda feel.. kidilam,Positive,0
Tamil la dubbing panni relese pannunga,not-malayalam,2
enthu myru dailogado ikkayude ketitile athu pole para mo e.,Negative,3
Jayasurya MASS Look! And super trailer,Positive,0
Kola mass ennu thoniyavar evdea like adiku,Positive,0
Please koi bantyega movie ki release date kya hai?,not-malayalam,2
Venda kuttaa uruttaam. Ufffff,unknown_state,1
Raja 2 teaserinu shesham kaanunnnavar like,unknown_state,1
Padam kazhinju trailer veendum kandavar like adikku . Padam trailer pole alla,unknown_state,1
nivin pauli annel ithe oru onnonnara Padam ayene,Mixed_feelings,4
Nannayi onnu poliyunna lakshnm unde...Thrill maintain cheyan ayillenkil,Negative,3
27k dislike adichaaa teamsne polikkunnaver evide like adicheee......! LAL EttaN Vaaadaaa.........!!,unknown_state,1
5 million aya ennu nokkan vannvarundo,unknown_state,1
Supr trailer oru vettame like adikkan pattullu ennoru sankadam athra kidu trlr,Positive,0
Ikkha Mess aanu #mamookkha #dq,Positive,0
Super aakumennu ariyamayirunnu pakshey etu maha maha soooper....,Positive,0
i cant wait i cant wait !,not-malayalam,2
Namukkokke telugu action padam ishdamanu ithippo telung padam pole undall the best,Mixed_feelings,4
1:34 il backil nilkunath prithviraj anennu toniyath eneke matram ano,unknown_state,1
Onnum parayaanilla.....kaathirikkunnu Lucifer ney kaanaan!! Prithvirajj polichuttooo...iniyum porattey cinemakal....Muralii...ingalu muthaanu...,Positive,0
Full pulimurugan cast🤩🤩🤩ith polikm muruga nee theerneda,Positive,0
Plzz put to all tv program,not-malayalam,2
190k views 195k like poli thanne YouTube ilum tallu tudangiyiale,unknown_state,1
Ethi poy sec nokki nikkunnavar adi muthe like,unknown_state,1
#supportsajeevpillai If you are a cinema lover!,not-malayalam,2
Ikka Fans Like here And Maranamass,Positive,0
Lalettan pola dialogues parayan arakum kazhiyal agakathum ella,unknown_state,1
Njan oru Lalettan Fana Ennalum Enikk Teaser Ishtappettilla,Negative,3
17k views in 1hr 10k cmnts,not-malayalam,2
Iam from punjab.. & Iam big fan of mohanlal,not-malayalam,2
Oru rakshem illaa Lalettan Prithvi,Positive,0
rajaede pilllar strong anell ettante pillerrr strongoo strong.....,Positive,0
Mammukka kalakam super trailer rajaiuda team double strong alla trouble strong annu,Positive,0
Climax scene kandit ithinu oru second part venammenu agrahikunnavark like adikanulla coment.,unknown_state,1
Eee Traileril tovinoya kondaapol ...rahul gandiya ormma vannavar evida like adi,unknown_state,1
Superb trailer I have ever seen.,not-malayalam,2
Thirakku kettan sunny chechiyokkeee venam lee.,unknown_state,1
Banal trash. Panavum nashtam samayavum nashtam.,Negative,3
Sunny chechide dance kaanan wait cheyyunnaver like adi ...ahaa,unknown_state,1
Dislike adichavarode enik parayanullathe ikka uryir,Negative,3
Ente ponno rajuvetta namichu lalettan is back,Positive,0
22k views ennanallo kanikkunne? but 140k olam likes und? athentha angane?🤔,unknown_state,1
E adaaar item adaaar item ennu paranchal entha ennu eppalla manasilayathu,Positive,0
super super super bumber mega hit .....,not-malayalam,2
poraa pratheeksha illa.. Tovi voice rendering sradhichitilla..... camera,Negative,3
Lalettan fans ::::: like adiiiii .....,unknown_state,1
Mammokka superb... glamour... but trailor nirashapeduthi...,Mixed_feelings,4
trailar mas padam marana mas rajayum pillarum kali thudagi pakalam,Positive,0
Ikka,Positive,0
Stephene kaanan nale aarokke varunnundee,unknown_state,1
Diriection mosamanu ennoru thonnal.. oru feel varunnilla,Negative,3
Love from tamilnadu Mohanlal evergreen star,not-malayalam,2
Ente ponnoo ejjathi Ithu malayalathinte oreoru mamangam,Positive,0
LALETTAN FAN . WAITING FOR MAMMOOKKA'S 200 CRORE _MAMAANKAM,not-malayalam,2
Pottum aenne urappayi .... Inne aethra nilayil pottum aennum koodi nokkiya mathi....,Negative,3
Vishakinte page allade vere onnum kityille subcribe cheyyann...38 k ane adil agge illed...minimum 500 k..vews ille subcribr kitenamayirunnu....,Negative,3
Duper hit aavatte Mammookka,Positive,0
Dislike adikkunnavan mar kandoooo Lalettan puthiya adar item................,Positive,0
Romancham vanna trailer... and ...lalettante..Vaadaa...!!.... ith pwolikkum.....,Positive,0
Ethra kandalum veendum kanan thonunna trailer.,Positive,0
Ente ponnu...kiduve...🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 Ikkkkaaaa Kidu.bgm🥰🥰🥰,Positive,0
E movie full kittaan valla vaziyum ndo...,unknown_state,1
Oompitharam alle mr. Producer.,Negative,3
Face of Indian cinema ikka,unknown_state,1
Idivattu sugunan avedaaa Suraj Undo vyshak sir,unknown_state,1
Happy Birthday Ikkaa....,not-malayalam,2
Best of luck ikka,not-malayalam,2
Once a king always the king mamookaa,not-malayalam,2
Wow katta maas movie.... ....waiting,Positive,0
ikkade unda entha maati veche release?,unknown_state,1
